Reviews,category,Label,Length,Word Count
কোয়ালিটি মানসম্মত। থার্মোমিটার নিয়ে ডিসপ্লে একটু ডিম। অফলাইনের চেয়ে সস্তা,medical_kits,4,76,10
"সময়মতো পেয়েছি কিন্তু প্যাকেজিং ভালো না। মাস্ক অরিজিনাল মনে হচ্ছে, তবে কিছু মাইনর ইস্যু আছে",medical_kits,4,92,15
ফেসওয়াশ নিয়ে খুব হতাশ। দাগ ধরে গেছে আর অতিরিক্ত চার্জ নিয়েছে,womens_item,1,63,11
জীবনে প্রথমবার এতো খারাপ ওষুধ দেখলাম। এক্সপায়ার ডেট শেষ 😭😭,medicines,1,59,10
বাচ্চাদের খেয়াল করে এই ট্যাবলেট দিলে হয় 😡? কি একটা অবস্থা রে ভাই। বড়দের জন্য এগুলো!,medicines,2,83,16
"ফ্যাজলামি নাকি? বাচ্চাদের জন্য মেয়াদ উত্তির্ন প্রডাক্ট দেয়ার কি মানে? হ্যা? এটা দেয়াতে আমার ভাতিজার মুখে অনেক গুলা গোটা উঠে গেছে ! 
বাচ্চাদের প্রডাক্টের সাথে ফাইজলামি করার কি মানে? আমি আপনাদের বিরুদ্ধে মামলা করবো। প্রতারণা ধোঁকাবাজি করা বাদ দিন।",womens_item,1,245,39
সকাল থেকে পাখিটা উড়ে চলে গিয়েছিল। মেজাজ খিটখিটে হয়ে গিয়েছিল। ১১টা নাগাদ দারাজ থেকে ডেলিভারি প্যাকেজ পেয়ে মন আবার ভালো 🤗🤗 প্রফুল্ল হয়ে গেল। দুটি নেবুলাইজার কিনে ফ্রি পেলাম একটি স্যানিটারি প্যাড। কি দারুণ অফার। আহ!,medical_kits,5,212,36
অনলাইনে প্রথমবার কনডম কিনলাম। আলহামদুলিল্লাহ ঠিকঠাক পেয়েছি। কিছু মাইনর ইস্যু আছে,adult_items,4,81,11
এই মালিশের তেল আমার জীবনের সবচেয়ে খারাপ কেনাকাটা। সিল ভাঙ্গা লোকাল মার্কেটে 496 টাকা কম,medicines,1,88,15
প্যাকিং খুবই ভালো ছিল । ১ম বারের মতো এই শ্যাম্পু অর্ডার করেছিলাম। অভিজ্ঞতা খুব ভালো। ডেলিভারি ম্যানের ব্যবহার অমায়িক 🤩।,womens_item,5,119,20
এবারের চকলেট এর কোয়ালিটি আগের মত না। কোয়ালিটি তেমন একটা ভালো না,Random/Misc,2,65,12
"ডেলিভারি ম্যান খুব ভদ্র ছিল 😊! আলহামদুলিল্লাহ খুব ভালো একটা জিনিস 🥰, ১০০% কার্যকরী। সবাই নিঃসন্দেহে কিনতে পারেন 💯 💝",medical_kits,5,115,20
"১০০% অরিজিনাল প্রোডাক্ট। খুব উন্নত মানের প্রোডাক্ট, দাম অনেক কম পেয়েছি। সেলার ভাই আবার গিফটও দিয়েছেন 🎁 🥰",womens_item,5,106,18
ফেসওয়াশ নিয়ে দাম তুলনামূলক কম। কিছু মাইনর ইস্যু আছে। ডেলিভারি একটু দেরি হলেও মাল ভালো,womens_item,4,87,15
মাশাআল্লাহ সেরা কোয়ালিটি 😊! খুব উন্নত মানের প্রোডাক্ট। অসাধারণ ফাস্ট ডেলিভারি হানড্রেড পারসেন্ট রেকমেন্ডেড 😍,adult_items,5,109,15
"যেরকম দেখেছি তাই দিয়েছে, আলহামদুলিল্লাহ সবগুলো ইন্ডিয়ান চকলেট, প্রথমে ভেবেছিলাম লোকাল দেশি চকলেট হবে হয়তো। আর সবগুলোরই মেয়াদ ছিল আহহ কি ভালো সেলার।
তাই এখনো ৮/৯ মাস রেখে দিতে পারবো। ধন্যবাদ দারাজ ও সেলার কে।
প্রডাক্ট ৯/১০
ডেলিভারি ৯/১০",baby_items,5,235,39
এই ওষুধ নিয়ে একদম হতাশ। ছবির চেয়ে বাস্তবে খারাপ ডেলিভারি ম্যান খারাপ ব্যবহার করলো ☹️☹️ কখনো রিকমেন্ড করবো না,medicines,1,110,19
"আজকেই পেলাম ডেলিভারি আর এতো ফালতু মাল আমি আর কি বলবো! আল্লাহ এদের বিচার করো তুমি। অলরেডি ডেট এক্সপায়ার হয়ে আছে। বোরিক পাউডারের মোড়ক খুলেই কি বাজে গন্ধ আসছে রে ভাই! এইভাবে মানুষকে ঠকানো ঠিক না 😡, জবাব দিতে হবে। ",medicines,1,211,40
"আমাকে পুরোনো মাল দিয়েছে যত সব দুই নাম্বারী। ফাউল লোকজন।
আবার বলে নাম্বার ওয়ান কোম্পানি। ফালতু যতসব আজিব পালগার দরবার। ",medical_kits,1,119,20
শ্যাম্পুর  সাথে সাবান দেওয়ার কথা থাকলেও তারা দিচ্ছে না বরং বাইরে বিক্রি করে দিচ্ছে ফ্রি মাল। এটা বাটপারি।,womens_item,2,105,18
"ডেলিভারি একটু দেরি হলেও মাল ভালো। ক্রিম উন্নতমানের প্রতীয়মান হচ্ছে, তবে কিছু মাইনর ইস্যু আছে",womens_item,4,93,15
"প্রোডাক্ট টা ইনটেক ও ভালো ছিল ,খুব দ্রুত ডেলিভারি পেয়েছি। আপনারা চাইলে অর্ডার করতে পারেন।",medical_kits,5,90,15
"স্যানিটারি প্যাড দাম তুলনামূলক কম। অফলাইনের চেয়ে সস্তা, প্রথমবার কিনে সন্তুষ্ট",womens_item,4,79,11
হজম তো আর হলো না। কিসব ক্যান্ডি দিন ভাই৷  পুরাই ফাউল। বাটপারি করেন খালি।,Random/Misc,1,72,14
"কয়েক জনের রিভিউ দেখে বড় সাইজের ৫ টা শেম্পু অর্ডার করলাম অথচ কোনো কিছুই পেলাম না 😡😡😡 সাথে একটা মিনি প্যাকেট শ্যাম্পুও না .... 
তাই দয়া করে না নেওয়ারই অনুরোধ করবো !!! আমার হোগা মারা সারা। পুরা লস খেয়ে বিচি কাঁধে। 
১১:১১ তে সুযোগে কাস্টমার কে বাঁশ দেওয়া সেলার ....",womens_item,1,266,50
"অসাধারণ ফাস্ট ডেলিভারি! চমৎকার একটি প্রোডাক্ট, অসাধারণ কোয়ালিটি। আবারও কিনবো ইনশা আল্লাহ 💝",medicines,5,91,13
"আমার পণ্যট পাইনি, কুরিয়ার মিসিং। টাকা ব্যাক পেয়েছি খুব দ্রুত। কিন্তু ঘটনাটা অনভিপ্রেত। আপনারা দেখে নিবেন না?? আমার গিফট দেইয়া লাগতো আজকে। 
দিতে পারলাম না।  লজ্জায় আমার মুখ কালো হয়েগেছে। ",womens_item,1,188,30
একদম ফালতু শ্যাম্পু। গন্ধ খারাপ 😡😡 ডেলিভারি ম্যান খারাপ ব্যবহার করলো অনলাইনে কেনাকাটা বন্ধ করে দিলাম,womens_item,1,100,16
এই ফাউল দোকানদার প্রতারণা ছাড়া কিছু বোঝে না। ঠকিয়ে আমার কাছ থেকে অতিরিক্ত দাম নিলো ফালতু বাল ছাল আবাল একটা।,Random/Misc,1,107,20
শ্যাম্পু কেনা আমার জীবনের সবচেয়ে বড় ভুল। ব্র্যান্ড লোগো ভুয়া 😭😭 এত বড় প্রতারণা আর দেখি নাই,womens_item,1,94,17
ডায়াপার নিয়ে মিক্স ফিলিংস। এভারেজ কোয়ালিটি,baby_items,3,45,6
এই ওষুধ আমার জীবনের সবচেয়ে খারাপ কেনাকাটা। প্যাকেট ছেঁড়া দাম বেশি কিন্তু মান খারাপ বিশ্বাস করে কিনে ভুল করেছি,medicines,1,111,19
"ধন্যবাদ..অনেক ভালো মানের প্রোডাক্ট পেয়েছি..
সাথে KN95 মাস্কও পেয়েছি..আপনারাও নিতে পারবেন..
অনেক সুন্দর প্রডাক্ট, সাথে গিফট ও ছিল , প্যাকিং টাও সুন্দর ছিল ।",medical_kits,5,155,24
স্নু মেখে মুখে আমার দাগ উঠে ভরে গেছে 😭😭। আমি এখন অনেক হতাশ। খুব কষ্ট হচ্ছে মেজাজ ও গরম।,Random/Misc,1,87,19
"অসাধারণ ফাস্ট ডেলিভারি! অনেক অনেক ভালো লেগেছে 😍, অসাধারণ কোয়ালিটি। হানড্রেড পারসেন্ট রেকমেন্ডেড 💝",adult_items,5,98,14
"সাপ্লিমেন্ট মোটামুটি। কাজ চলে যায়, প্যাকেজিং মোটামুটি ছিল",body_fitness,3,58,8
আমি জানি না ঠিক তবে মনে হচ্ছে দুই নাম্বারি করেছে সেলার। আমি বোতলের কৌটা খোলা পেয়েছি। এটা নতুন প্রোডাক্ট কিভাবে হয়?,medical_kits,2,114,21
"পিল খেয়ে আমার বউ মোটামুটি ঠিক আছে, হঠাৎ ডিসিশন নাই তো! তাই আগেভাগেই কিনে রেখে দিয়েছিলাম। কাল তাকে দিলাম সে বলেছে সুস্থ আছে।  
আর প্যাকিং আরো ভালো করা উচিত। কেননা এটা একটা সেনসিটিভ জিনিস, যেকোনো কারণে কোয়ালিটি খারাপ হয়ে যেতে পারে। ",adult_items,4,230,41
মাস্কটা বেশিক্ষণ পরে থাকা যায়না। ব্যথায় মনেহয় কান খুলে পরে যাচ্ছে। ফিতাটা বড় হওয়া দরকার ছিল। এটা নষ্ট নষ্ট দেখা যাচ্ছে।,medical_kits,1,124,21
"অরিজিনাল মনে হচ্ছে, ডেলিভারি চার্জ একটু বেশি। ওষুধ নিয়ে অন্যরা নিতে পারেন, আমার কাজে দিয়েছে",medicines,4,93,15
এটা বুঝলাম না প্রোডাক্ট যেটা পেলাম সেটা আর ছবির কোন মিল নাই কেন? আপনাদের দেখা উচিত ছিল।,womens_item,2,87,17
"আলহামদুলিল্লাহ ৩২০৳ এর জিনিস ২২৮ ৳ মুল্য,তাউ আবার ৫০৳ এর ভাউচার সাথে বিকাশ ক্যাশ ব্যাক সহ কিনা পরল মাত্র ১৫১৳ 🥰🥰
সেলার ও খুব ভালো,,অনেক সুন্দর করে প্যাক করে দিয়েছে।সাথে তো ফাস্ট ডেলিভারি আছেই,,
সবাই চোখ বন্ধ করে নিতে পারেন।
সেলার ১০/১০
পণ্য ১০/১০
আর সবথেকে বড় কথা এটি হজমে সহায়তা করে প্রচুর। গ্যাস্ট্রিকের ব্যথা থাকলেও বেশ কার্যকর ভূমিকা রাখে।",medicines,5,343,60
অসাধারণ একটা প্রোডাক্ট ❤️। অসাধারণ কোয়ালিটি। এক্সট্রা সাথে স্যাম্পল দিয়েছে ধন্যবাদ সেলার ভাই ❤️ 🤗,adult_items,5,99,15
ওয়াটার ব্যাগ এর কোয়ালিটি বেশ ভালো। আমাকে যে কালারের দেয়ার কথা সেটা দিতে পারলে আরো খুশি হতাম।,medical_kits,4,92,17
"অনেক ভালো আশা করেছিলাম কিন্তু ততটা ভালো মান নয় পণ্য টার। কিন্তু দাম হিসাবে আর কি দেবে, প্রাইজ কিছু কম রেখেছে। আমি সন্তুষ্ট না যদিও।",adult_items,3,131,25
"প্রতিশ্রুত সময়ের আগেই পেয়েছি! সত্যিই অসাধারণ 🤗, স্কিন টোন উজ্জ্বল হয়েছে। সবাই নিঃসন্দেহে কিনতে পারেন 💯 💝",womens_item,5,107,17
চশমার ফ্রেমে মনে হচ্ছে একটু ফাঁটা দাগ। অনলাইনে নাকি যত্নে দিয়ে যায়।  তাহলে এসব কি? মেজাজটাই গরম হয়ে গেল আমার। ,medical_kits,2,110,20
"কাজ চলে। রিডিং জিরো করতে গিয়ে একটু সমস্যা হচ্ছে। প্রথমে রুম টেম্পারেচার দেখায়, মুখে নিলে উঠানামা করে বডি টেম্পারেচার আসে। এছাড়া আমার কাছে খারাপ লাগে নি 😊। 
রেকমেন্ড করার মত। ",medical_kits,4,174,30
কি সর্বনাশ করলাম ওষুধ কিনে! ডিসকাউন্ট দেখিয়ে বেশি নিয়েছে 😤😤 ডেলিভারি আসতে 20 দিন লেগেছে বিশ্বাস করে কিনে ভুল করেছি,medicines,1,116,20
"ব্লাড প্রেশার মেশিন দাম তুলনামূলক কম। দাম হিসেবে ভালো, মোটামুটি ভরসা করা যায়",medical_kits,4,77,13
"আমাকে এই ধরণের ওষুধ কেন পাঠালেন? মেজাজ খারাপ হয়ে গেলো। এক বাটপার সেলারের পাল্লায় পড়ে শুধু শুধু টাকা খোয়ালাম। শালা একটা চোর, ভন্ডামি করে পেমেন্ট আগে করালো কিন্তু কনডম দেয়ার নাম নাই।",medicines,1,180,32
মাস্ক মোটামুটি ভালো। তবে দাম অনুযায়ী ঠিক আছে,medical_kits,3,45,8
"মেয়াদ যথেষ্ট আছে, সময়মতো পেয়েছি কিন্তু প্যাকেজিং ভালো না। শ্যাম্পু নিয়ে কয়েকদিন ব্যবহার করে তারপর আপডেট দিব",womens_item,4,112,17
বাজারের দাম থেকে কেন বেশি রাখলেন? আপনাদের কি মাথা নষ্ট? অনলাইন দিবেন অফারে তাই অর্ডার করলাম কাশির সিরাপ সহ ভিটামিন ক্যাপসুলগুলো। আমি খেয়াল না করেই অর্ডার করেছিলাম। দেখি আমার থেকে বেশি টাকা কেটে রেখেছে। আল্লাহ এদের বিচার করো তুমি। মানুষ ঠকানোর জন্য এরা একদম উঠে পড়ে লেগেছে। হারাম টাকার স্বাদ পেয়ে বসে আছে। একটু তো মানুষ বিবেচনা করে তাই না? বিবেকহীন সেলারের কাছে কিনতে গেলে যা হয় আরকি। কিছুই বলার নাই আমার হতাশ হওয়া ছাড়া,medicines,1,418,75
গলে যাওয়া চকোলেট দিয়েছে যা এদের মতো প্রতিষ্ঠানের কাছ থেকে অপ্রত্যাশিত। আমি এগুলা ফেলে দিবো। হুদাই এত গুলো টাকা লস খেলাম।,baby_items,1,120,21
বিদেশী কথা লিখা আছে। আমার গুলোতে কোনো অফার ছিল না আর বাকিদের দিচ্ছেন এটা কি ভাই? এটা কি আমার সাথে হয়েছে নাকি সবার সাথেই? ,medicines,2,121,24
মাস্ক দাম হিসাবে ঠিক আছে। দাম একটু বেশি,medical_kits,3,39,8
কনডম মোটামুটি ভালো। তবে দাম অনুযায়ী ঠিক আছে,adult_items,3,44,8
মানসম্মত না শ্যাম্পু দিয়ে ঠকালেন। অতিরিক্ত চার্জ নিয়েছে 😭😭,womens_item,1,60,9
এই নেবুলাইজার নিয়ে মিক্স ফিলিংস। গন্ধটা এমন হওয়াতে ভালো ফিল পাচ্ছিলাম না,medical_kits,2,74,12
"চমৎকার একটি প্রোডাক্ট। ১০০% কার্যকরী, ১০% ডিসকাউন্ট পেয়েছি। সেলার ভাই খুব সৎ আছেন 🥰",adult_items,5,84,14
মাশাআল্লাহ অনেক অনেক ভালো লেগেছে 😍! সুন্দর প্যাকেজিং করে দিয়েছে। ধন্যবাদ সেলার ভাই ❤️ যে কেউ চোখ বন্ধ করে অর্ডার করতে পারেন ❤️,body_fitness,5,127,23
"খামোখা ডেলিভারি চার্জটাগেল আমার 😣, এই দামে তো ফার্মেসি থেকেই পাওয়া যায়। আপনারা কেন অফার প্রাইজ উঠিয়ে নিলেন। ",medicines,2,108,18
"অনেক ভাল মানের, অরিজিনাল জিনিস 😇😇। মাথায় যাদের টাক ধরা দিচ্ছে এবং ডাক্তার রেকমেন্ড করেছে, কেবল তারাই আরামে ইউজ করতে পারবেন। আমার মা অনেক পছন্দ করেছে কারণ, 
এটা তো সরাসরি কার্যকর!!",womens_item,5,179,31
"সেদিনই তো ২০% কমে দিয়েছিলেন, আজ কেন এই অবস্থা!  মানে, কি বলবো! একটা বাজে লোভ দেখিয়ে আমাদের সাথে প্রতারণা করার বাহানা আর খুজে পান না নাকি! বিদেশে এই মেডিসিনগুলো পাঠাতে চেয়েছিলাম। আমার কপাল তো খারাপ, এই বাটপার সেলারের কথায় ভরসা করেছিলাম। এখন নিজেই নিজেকে বোকাচোদা বলি। ",medicines,1,267,46
অরিজিনাল মনে হচ্ছে। ওষুধ নিয়ে কিছু মাইনর ইস্যু আছে। দাম হিসেবে ভালো,medicines,4,68,12
সারাজীবন ঠেকে থাকবেন। আমার প্রডাক্ট এমন হওয়ার কথা ছিল না। আমি হতাশ হলাম ভাই। গতবারে কত ভালো প্রোডাক্ট দিয়েছিলেন। এবার এমন হলো কেন?,womens_item,2,130,23
"হজম ক্যান্ডি একসাথে এক প্যাকেট নিলে ডিসকাউন্ট আছে, সবাই কিনতে পারেন। দেখবেন, এরা মাঝে সাঝে  ঝামেলা করে মেসেজ দেখে।",baby_items,4,114,19
"ছবির প্যাকেট এর সাথে ডেলিভারি করা প্যাকেট এর কোন মিল নাই। খুবই পাতলা মাস্ক। খুব হতাশ করলেন ।
 ৩০০ টাকার টা ১২৫ টাকায় দেখে অর্ডার করছিলাম। যেটা দিয়েছে তার দাম ফুটপাতে ৫০/৬০ টাকা। মেজাজ খারাপ সবার।
এই মাস্ক পরলে করোনা তো দুরের কথা, ধুলা-বালিও আটকাবেনা। এত বাটপারি করে লস করবেন। ",medical_kits,1,276,50
আলহামদুলিল্লাহ খুব ভালো একটা জিনিস 🥰! ১০০% কার্যকরী। প্রতিশ্রুত সময়ের আগেই পেয়েছি হানড্রেড পারসেন্ট রেকমেন্ডেড 😍,womens_item,5,114,16
তেল দেখে মন খারাপ হয়ে গেল। এক্সপায়ারি ডেট মুছে ফেলা অর্ধেক ভর্তি 🤬🤬,body_fitness,1,69,13
পুরাতন কনডম দিয়েছে মনে হয়। প্যাকেট ভাঙা,adult_items,2,41,7
পুরাই ফালতু। টাকা টা নষ্ট হল। ২ নাম্বার জিনিস দিয়ে দিয়েছে। মাটি টা একদম ভাল না। নিম্নমানের ডেলিভারি ব্যবস্থা।,womens_item,1,109,19
"অরিজিনাল মনে হচ্ছে, ডেলিভারি সার্ভিস আরো উন্নত হলে ভালো হতো। অক্সিমিটার নিয়ে প্রথম ব্যবহারে ভালোই লাগছে",medical_kits,4,104,16
"প্রোডাক্টে হাতে পেলাম কিন্তু প্রোডাক্টের ছিল 300ml আমি পেলাম আড়াইশো এমএল। আপনারা গ্রাহকের সাথে প্রতারণা করেন, এটা ঠিক না। এটা ব্যবহার কিভাবে করব ওটা নির্দেশনা নাই। 
আজিব কারবার। মেজাজ খারাপ।",womens_item,1,191,30
"চমৎকার একটি প্রোডাক্ট। খুব উন্নত মানের প্রোডাক্ট, দাম অনেক কম পেয়েছি। সেলার ভাই আবার গিফটও দিয়েছেন 🎁 🥰",body_fitness,5,104,18
"২ টা অর্ডার দিয়েছিলাম । একটা ২য় দিন থেকেই পানি বের হচ্ছিল। সেলার কোনো সমাধান দিতে পারেনি। 
সেলার রেসপন্স ভালো না। ২য় টা ও এখন আর গরম হয় না। মাত্র ৭-৮ দিনে দুইটাই নষ্ট । খুবই বাজে অভিজ্ঞতা হলো।",medical_kits,1,196,39
"শুধু নামীদামী পরিচিত ব্রান্ডের পণ্য কিনলে রিস্ক কমতে পারে। এজন্য আমি সাধারণ শপ থেকে নিয়েছিলাম। কিন্তু ভাই যে লাউ সেই কদু। লস আমার। 
প্রোডাক্টগুলির মান মোটামুটি, খুব বেশি ভালো না। ",body_fitness,3,179,30
সব ঠিক ঠাক ছিল। কিন্তু ডেলিভারি হতে অনেক সময় লেগেছিল।,womens_item,3,54,10
"মাথায় অনেক আঘাত পেয়ে ঝান্ডু বাম লাগাই, এটা ফালতু মলম মিয়া 😞, ব্যথা কমে না। ",medicines,2,75,15
🤬🤬 কি মারাত্মক মালিশের তেল! রং মিলে না আর মাপ দিয়ে ঠকিয়েছে,medicines,1,60,12
"মাস্কটা ঠিক আছে, কিন্তু হালকা টান লাগলেই মাস্ক ছিঁড়ে যায়। এভাবে আমার অনেকগুলো মাস্ক নষ্ট হয়েছে  😣😣😣। 
১৪০ টাকায় আরও ভালো আশা করেছিলাম। 😞 মাস্কের কোয়ালিটি আরও ভালো আশা করেছিলাম। দারাজমল সেলার থেকে এরকমটা আশা করি নি। 
ডেলিভারিও অনেক স্লো ছিল। ৯ দিন পর ডেলিভারি পেয়েছি। 😞",medical_kits,1,268,47
সব মিলিয়ে চকলেট মন্দ না। মন্দের ভালো,Random/Misc,3,37,7
মাস্ক কেনা আমার জীবনের সবচেয়ে বড় ভুল। ছবির চেয়ে বাস্তবে খারাপ 😠😠,medical_kits,1,67,12
শ্যাম্পুর প্রায় অর্ধেকটা পড়ে গেছে লিকুইড আইটেম প্যাকিং ও হ্যান্ডলিংয়ের ক্ষেত্রে আরও সচেতন হওয়া উচিত,womens_item,3,99,15
ওষুধ নিয়ে খুব হতাশ। রং মিলে না আর দাম আর কোয়ালিটি মিলে না একদম,medicines,1,64,14
খুবই প্রিমিয়াম প্রোডাক্ট 😍। খুব উন্নত মানের প্রোডাক্ট। অফলাইনের চেয়ে অনেক সস্তা ধন্যবাদ সেলার ভাই ❤️ 🤗,medical_kits,5,104,17
এবারের মালিশের তেল এর কোয়ালিটি আগের মত না। কোয়ালিটি তেমন একটা ভালো না,medicines,2,71,13
ফেসওয়াশ এর প্যাকেজিং ভালো না। প্যাকেট থেকে একটু গন্ধ আসে,womens_item,2,57,10
গ্যাস্ট্রিক এর পাউডার খুব দ্রুত ফল দিয়েছে। অনেক শান্তি পেলাম এটা খেয়ে। সেলার কে অনেক থ্যানক্স। ভাই একটা জিনিস বাজে দেখালো যে আপনি ডেট কম থাকে এমন পাউডার দিয়েছেন। আমার তো সামনের ৪ মাস খেতে হবে। এটা ছাড়া বাকি সব পারফেক্ট।,medicines,5,219,41
ফাইজলামি নাকি! যা ইচ্ছা ওষুধের দাম বাড়াবেন 😤😤? আপনারা অমানুষ। আমার সামনে থাকলে মেরে ভুত বানাতাম। বাটপার কিসিমের সেলার ।,Random/Misc,1,119,20
"আপনারা এই সেলারের কাছ নিশ্চিত মনে অক্সিমিটার নিতে পারেন করোনাতে তো বটেই এর পরেও কাজে দেবে। তার কথা ও কাজে মিল আছে। 
পণ্যের কোয়ালিটি একটু খারাপ হতে পারে তা সেলারের দোষ না। 
ইম্পোর্টারের দোষ। একথা আগে থেকেই  খেয়াল রেখে অর্ডার করবেন।",medical_kits,4,230,41
"আলহামদুলিল্লাহ খুব ভালো একটা জিনিস 🥰। অসাধারণ কোয়ালিটি, কম্বো অফার ছিল দারুণ। সেলার অসাধারণ সার্ভিস দিয়েছেন 🥰",womens_item,5,111,17
এই তেল নিয়ে মিক্স ফিলিংস। প্যাকেজিং ভালো না,body_fitness,2,44,8
জীবনে প্রথমবার এতো খারাপ তেল দেখলাম। অরিজিনাল না 😠😠 অনলাইনে কেনাকাটা বন্ধ করে দিলাম,body_fitness,1,83,14
"ব্লাড প্রেশার মেশিন প্রোডাক্ট মোটামুটি ভালো। দাম হিসেবে ভালো, প্রথমবার কিনে সন্তুষ্ট",medical_kits,4,84,12
"অভারওল ভালো ছিল । আমার জন্য পারফেক্ট হয়েছিল।
সেলার এর বিহেভ পজিটিভ পাই নি। 
রিভিউ এর উপর ভরসা করে নেয়া।",womens_item,4,103,20
অনেকটাই ঠিক আছে। ওষুধ এর কাজ করে,medicines,3,32,7
"ওষুধ দাম তুলনামূলক কম। দাম হিসেবে ভালো, প্রথমবার কিনে সন্তুষ্ট",medicines,4,62,10
এই কনডম যারা নিয়েছেন একটু দেখে নিবেন। এর কোয়ালিটি কিন্তু মাঝারি মানের।,adult_items,3,70,12
রেগুলার ইউজের জন্য ভালো। পেট ক্লিয়ার থাকে। পাতলা পায়খানা আগের থেকে ভালো। দাম হিসাবে এটা একটু বেশি রেগুলার প্রাইস থেকে। দাম কমান ভাই। ,medicines,4,133,23
আমার এগুলো ভালো লাগে। নেবুলাইজার এর প্যাকেট খুলতেই দুটো ব্যাটারি ফ্রি পেয়েছি। সেলার একটা ডিসকাউন্ট দিতে পারতেন দিলেন না তাই মন একটু খারাপ।,medical_kits,4,138,23
সব মিলিয়ে ডায়াপার মন্দ না। খারাপ না,baby_items,3,37,7
কিছু এন্টিসেপটিক কিনে পুরো ধরা খেলাম। লাগালে কি যে ব্যথা। উল্টা রিয়েকশন হয়। মাদারচোদ শালা।,Random/Misc,1,90,15
এই ডায়াপার নিয়ে মিক্স ফিলিংস। এত দামি মাল এত খারাপ কেন,baby_items,2,56,11
কোয়ালিটি মানসম্মত। সাপ্লিমেন্ট নিয়ে কিছু মাইনর ইস্যু আছে। আরেকটু ডিসকাউন্ট দিলে ভালো হতো,body_fitness,4,90,13
"এককথায় অসাধারণ,দাম অনুৃযায়ী খুবই ভালো এবং সাখে কেএন ৯৫ ফ্রি।
ভালো কোয়ালিটির মাস্ক। সেলার সৌজন্য স্বরুপ একটি kn 95 মাস্ক দিয়েছেন। প্রোডাক্ট ভালো ছিল । কিনবেন অবশ্যই এখন থেকে। প্যারা নাই চিল 😎😎",medical_kits,5,193,33
"ভালো মুলতানি মাটি পাই নি, নকল জিনিস দিচ্ছেন, একদম ফালতু। টাকা নষ্ট ছাড়া আর কিছুই না 😠
এসব ভণ্ডামি বাদ দিন।",womens_item,5,107,21
মালিশ তো বিদেশি আর দেখেও উন্নতমানের মনে হলো। কিন্তু ব্যথার তো কোনো উপশম হচ্ছে না রে ভাই। নাকি আমিই ঠিকঠাক মতো পারছি না ব্যবহার করতে?,Random/Misc,3,132,25
"উন্নতমানের প্রতীয়মান হচ্ছে, সময়মতো পেয়েছি কিন্তু প্যাকেজিং ভালো না। শ্যাম্পু নিয়ে অন্যরা নিতে পারেন, আমার কাজে দিয়েছে",womens_item,4,122,17
ডেলিভারি ম্যান একটু দেরী করেছে। মাস্ক এর মান মোটামুটি ভালো,medical_kits,3,58,10
বাচ্চার কাশির সিরাপ অল রেডি ২ মাস মেয়াদ উত্তীর্ণ। মেয়াদহীন প্রডাক্ট বিক্রি না করে আপনাদের মা বোন দের হোগা দিয়া ভরে দিন। খানকির ছেলেরা। আমার টাকার কোনো দাম নাই বাটপার? তাদের নাম মামলা দিবো। ,medicines,1,189,34
"খুবই হতাশ হলাম ভাই। বডি ফিটনেস বেল্টে খুব বাজে অবস্থা। কোনো টেকসই না, ফাউল জিনিস। বাটপারি করেছেন।",body_fitness,1,97,17
"সত্যি দারুণ...!!!
অসাধারণ👌
খুব দ্রুত ডেলিভারি পেয়েছি।
যথাযথ ভাবে পেয়েছি। মুল্য ৬০, কিনেছি ৪১ টাকায়। ১২৫ গ্রাম সাবান। ভালো ডিল। সেলার ও দারাজকে ধন্যবাদ💝",womens_item,5,151,24
আমার আব্বুর কাছে থেকে বিকাশে ধার করে নিয়ে পেমেন্ট সম্পন্ন করলাম। এখন সেলার বলছে আমি নাকি পেমেন্ট করি নাই 🤬🤬!!ফাইজলামি নাকি! খানকির ছেলে কোথাকার। মাদারচোদ শালা কি একটা বাজে অবস্থা বানিয়ে রেখেছে। যে আসে সে-ই অভিযোগ দিচ্ছে রিভিউতে। ,medicines,1,229,38
"সময় মত ডেলিভারি পেয়েছি, প্যাকিং পারফেক্ট হয়েছে। সব ঠিক আছে, আগেও ব্যবহার করেছি। এবারেও বেশ ভালো। ফেস অনেক উজ্জ্বল হয়। ",womens_item,5,118,20
"ডেলিভারি সার্ভিস আরো উন্নত হলে ভালো হতো। কনডম আলহামদুলিল্লাহ ঠিকঠাক পেয়েছি, তবে কিছু মাইনর ইস্যু আছে",adult_items,4,101,16
এই শালা একটা মাদারচোদ 😠😠। কনডম গুলোর প্যাকেট ফুটা পেয়েছি ভণ্ডামি করিস কেন? টাকা নিয়ে প্রতারণা করতে লজ্জা লাগে না?,Random/Misc,1,113,20
"মোটামুটি ভালই বেশ কিছুদিন ব্যবহার এর পরে রিভিউ দিলাম। আশপাশে দোকানগুলোতে খোঁজ নিয়ে দেখাকম অনলাইনে কিনা খারাপ ডিল না 😉।  
সমস্যা হলো সেলার ম্যাসেজ দিলে রিপ্লাই দিতে দেরী করে। উনাকে কেউ বলে দিয়েন যেন একটু আগেভাগে দেয়। ",medical_kits,4,216,37
১ সপ্তাহ ধরে ইউজ করছি কিন্তু এখনো কোনো পজেটিভ বা নেগেটিভ রেজাল্ট পাইনি।,womens_item,3,71,13
😔😔 কি মারাত্মক কনডম! বাজে কোয়ালিটি আর ওজন কম আর কখনো কিনবো না,adult_items,1,62,13
